LOCATION_GROUP,LOCATION_TYPE,LOCATION_CODE,LOCATION,LONGITUDE,LATITUDE
Mobil,Otobus 4G,IETT-M4757,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-M4758,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-M4759,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-M4760,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-M4761,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-M4762,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-M4764,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-M4765,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O1206,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O1213,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O1214,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O1215,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O1216,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O1217,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O1218,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O1219,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O1221,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O1222,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O1223,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O1225,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O1226,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O1227,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O1228,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O1229,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O1230,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O1233,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O1234,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2001,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2002,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2003,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2004,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2005,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2006,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2007,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2008,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2009,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2010,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2011,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2012,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2013,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2014,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2015,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2016,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2017,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2018,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2019,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2020,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2021,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2022,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2023,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2024,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2025,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2026,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2027,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2028,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2029,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2030,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2031,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2032,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2033,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2034,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2035,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2036,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2037,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2038,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2039,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2040,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2041,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2042,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2043,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2044,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2045,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2046,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2047,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2048,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2049,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2050,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2051,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2052,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2053,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2054,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2055,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2056,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2057,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2058,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2059,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2060,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2061,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2062,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2063,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2064,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2065,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2066,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2067,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2068,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2069,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2070,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2071,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2072,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2073,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2074,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2075,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2076,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2077,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2078,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2079,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2080,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2081,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2082,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2083,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2084,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2085,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2086,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2087,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2088,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2089,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2090,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2091,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2092,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2093,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2094,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2095,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2096,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2097,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2098,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2099,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2100,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2101,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2102,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2103,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2104,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2105,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2106,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2107,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2108,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2109,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2110,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2111,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2112,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2113,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2114,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2115,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2116,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2117,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2118,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2119,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2120,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2121,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2122,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2123,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2124,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2125,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2126,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2127,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2128,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2129,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2130,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2131,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2132,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2133,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2134,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2135,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2136,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2137,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2138,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2139,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2140,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2141,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2142,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2143,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2144,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2145,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2146,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2147,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2148,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2149,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2150,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2151,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2152,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2153,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2154,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2155,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2156,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2157,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2158,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2159,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2160,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2161,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2162,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2163,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2164,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2165,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2166,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2167,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2168,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2169,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2170,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2171,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2172,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2173,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2174,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2175,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2176,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2177,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2178,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2179,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2180,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2181,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2182,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2183,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2184,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2186,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2187,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2188,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2189,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2190,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2191,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2192,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2193,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2194,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2195,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2196,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2197,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2198,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2199,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2200,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2201,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2202,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2203,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2204,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2205,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2206,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2207,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2208,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2209,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2210,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2211,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2212,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2213,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2214,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2215,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2216,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2217,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2218,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2219,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2220,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2221,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2222,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2223,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2224,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2225,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2226,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2227,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2228,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2229,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2230,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2231,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2232,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2233,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2234,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2235,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2236,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2237,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2238,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2239,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2240,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2241,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2242,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O2243,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3031,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3032,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3033,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3034,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3035,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3036,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3037,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3038,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3039,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3040,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3041,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3042,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3043,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3044,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3045,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3046,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3047,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3048,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3049,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3050,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3051,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3052,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3053,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3054,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3055,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3056,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3057,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3058,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3059,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3060,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3061,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3062,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3063,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3064,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3065,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3066,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3067,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3068,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3069,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3070,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3071,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3072,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3073,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3074,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3075,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3081,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3082,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3083,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3084,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3085,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3086,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3087,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3088,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3089,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3090,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3091,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3092,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3093,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3094,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3095,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3096,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3097,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3098,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3099,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3100,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3222,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3223,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3224,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3225,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3226,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3227,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3228,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3229,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3230,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3231,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3232,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3233,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3234,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3235,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3236,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3237,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3238,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3239,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3240,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3241,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3242,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3243,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3244,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3245,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3246,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3247,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3248,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3249,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3250,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3251,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3252,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3253,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3254,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3256,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3260,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3261,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3262,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3264,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3265,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3266,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3268,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3269,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3270,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3273,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3274,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3275,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3277,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3278,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3280,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3281,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3282,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3283,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3284,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3285,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3287,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3288,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3289,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3290,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3291,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3292,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3293,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3294,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3295,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3296,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3297,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O3299,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-K1051,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-K1103,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-K1111,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-K1123,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-K1125,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-K1147,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-K1148,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-K1171,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-K1502,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-K1505,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-K1510,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-K1533,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-K1575,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-K1576,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-K1599,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-K1630,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-K1641,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-K1709,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O1001,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O1002,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O1015,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-O1026,IETT Otobus,0,0
